trace_id,phase0_selector,phase0_source,coverage_status,trace_class,semantic_justification,semantic_review_verdict,phase1_selectors,evidence_paths,notes
TRACE-SFA-CORE-FORMAT-001,SFA-CORE-FORMAT-001,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-CORE-FORMAT-002,SFA-CORE-FORMAT-002,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-CORE-FORMAT-003,SFA-CORE-FORMAT-003,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-CORE-FORMAT-004,SFA-CORE-FORMAT-004,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-CORE-FORMAT-005,SFA-CORE-FORMAT-005,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-CORE-FORMAT-006,SFA-CORE-FORMAT-006,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-P0-FR-031,SFA-P0-FR-031,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-P0-FR-032,SFA-P0-FR-032,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-P0-FR-045,SFA-P0-FR-045,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-P0-NFR-014,SFA-P0-NFR-014,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/format_profile_registry.csv,Expanded from TRACE-P0-FORMAT-PROFILES. Phase 1 initializes core format profile registry coverage.
TRACE-SFA-CORE-CSV-001,SFA-CORE-CSV-001,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-CSV-002,SFA-CORE-CSV-002,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-CSV-003,SFA-CORE-CSV-003,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-CSV-004,SFA-CORE-CSV-004,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-CSV-005,SFA-CORE-CSV-005,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-MD-001,SFA-CORE-MD-001,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-MD-002,SFA-CORE-MD-002,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-MD-003,SFA-CORE-MD-003,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-P0-FR-036,SFA-P0-FR-036,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/source_registry.csv,Expanded from TRACE-P0-MARKDOWN-CSV. Markdown and CSV are covered by source and registry scaffold validation.
TRACE-SFA-CORE-TOML-001,SFA-CORE-TOML-001,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-CORE-TOML-002,SFA-CORE-TOML-002,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-CORE-TOML-003,SFA-CORE-TOML-003,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-CORE-TOML-004,SFA-CORE-TOML-004,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-CORE-TOML-005,SFA-CORE-TOML-005,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-CORE-TOML-006,SFA-CORE-TOML-006,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-CORE-TOML-007,SFA-CORE-TOML-007,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-P0-FR-034,SFA-P0-FR-034,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-P0-FR-043,SFA-P0-FR-043,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/config_source_registry.csv,Expanded from TRACE-P0-TOML. TOML configuration requirements map to config registry examples contracts and secret checks.
TRACE-SFA-CORE-JSONSCHEMA-001,SFA-CORE-JSONSCHEMA-001,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-CORE-JSONSCHEMA-002,SFA-CORE-JSONSCHEMA-002,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-CORE-JSONSCHEMA-003,SFA-CORE-JSONSCHEMA-003,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-CORE-JSONSCHEMA-004,SFA-CORE-JSONSCHEMA-004,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-CORE-JSONSCHEMA-005,SFA-CORE-JSONSCHEMA-005,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-CORE-JSONSCHEMA-006,SFA-CORE-JSONSCHEMA-006,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-CORE-JSONSCHEMA-007,SFA-CORE-JSONSCHEMA-007,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-P0-FR-035,SFA-P0-FR-035,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-P0-FR-039,SFA-P0-FR-039,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-P0-FR-042,SFA-P0-FR-042,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-DEP-*;SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/validation_contract_registry.csv,Expanded from TRACE-P0-JSONSCHEMA. JSON Schema requirements map to validation contracts catalog and structural validation boundaries.
TRACE-SFA-CORE-CCWIKI-001,SFA-CORE-CCWIKI-001,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-CCWIKI-002,SFA-CORE-CCWIKI-002,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-CCWIKI-003,SFA-CORE-CCWIKI-003,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-CCWIKI-004,SFA-CORE-CCWIKI-004,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-CCWIKI-005,SFA-CORE-CCWIKI-005,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-VCCAT-001,SFA-CORE-VCCAT-001,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-VCCAT-002,SFA-CORE-VCCAT-002,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-VCCAT-003,SFA-CORE-VCCAT-003,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-VCCAT-004,SFA-CORE-VCCAT-004,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-VCCAT-005,SFA-CORE-VCCAT-005,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-P0-FR-037,SFA-P0-FR-037,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-P0-FR-038,SFA-P0-FR-038,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-P0-FR-044,SFA-P0-FR-044,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-P0-NFR-017,SFA-P0-NFR-017,SRC-PRD-P0,covered,implemented,,,SFA-P1-INIT-MEM-*;SFA-P1-INIT-FORMAT-*;SFA-P1-INIT-VAL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/registries/derivative_registry.csv,Expanded from TRACE-P0-GENERATED-CATALOGS. Generated wiki and catalog requirements map to derivative stubs and authority checks.
TRACE-SFA-CORE-SKILL-001,SFA-CORE-SKILL-001,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-CORE-SKILL-002,SFA-CORE-SKILL-002,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
TRACE-SFA-CORE-SKILL-003,SFA-CORE-SKILL-003,SRC-PRD-P0,partial,scaffolded,Phase 1 installs and validates adapter scaffolds; target-specific skill operation remains later-phase work.,sufficient,SFA-P1-INIT-SKILL-*,PRDs/sys-for-ai_phase-0_product_system_design_prd.md;PRDs/sys-for-ai_phase-1_implementation_initialization_prd.md;sys-for-ai/skills/core_skill_manifest.yaml;sys-for-ai/registries/skill_registry.csv;sys-for-ai/docs/skill_governance_policy.md;sys-for-ai/docs/skill_integration_policy.md;sys-for-ai/control_records/agentjobs/AJ-P1-SKILL-SYNC-001.yaml,Expanded from TRACE-P0-SKILLS. Phase 1 installs core skill adapters while exact upstream synchronization remains later work.
